,paper,reference
1394,A Survey of Normal Form Covers for Context Free Grammars.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1395,A Survey of Normal Form Covers for Context Free Grammars.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1396,A Note on Synthesis and Classification of Sorting Algorithms.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
1397,A Note on Synthesis and Classification of Sorting Algorithms.,State complexity of deletion and bipolar deletion.
1398,A Note on Synthesis and Classification of Sorting Algorithms.,Rules of Inference for Procedure Calls.
1399,A Note on Synthesis and Classification of Sorting Algorithms.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1400,A Note on Synthesis and Classification of Sorting Algorithms.,State space axioms for T-systems.
1401,A Note on Synthesis and Classification of Sorting Algorithms.,A Comparison of Two Synchronizing Concepts.
1402,A Note on Synthesis and Classification of Sorting Algorithms.,Trace Nets and Process Automata.
1403,A Note on Synthesis and Classification of Sorting Algorithms.,Metric propositional neighborhood logic with an equivalence relation.
1404,A Note on Synthesis and Classification of Sorting Algorithms.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1405,A Note on Synthesis and Classification of Sorting Algorithms.,Systolic Automata for VLSI on Balanced Trees.
1406,A Note on Synthesis and Classification of Sorting Algorithms.,A new natural structural congruence in the pi-calculus with replication.
1407,A Note on Synthesis and Classification of Sorting Algorithms.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1408,A Note on Synthesis and Classification of Sorting Algorithms.,MAT learners for tree series: an abstract data type and two realizations.
1409,A Note on Synthesis and Classification of Sorting Algorithms.,A Three-Stage Construction for Multiconnection Networks.
1410,A Note on Synthesis and Classification of Sorting Algorithms.,The Expressive Power of Delay Operators in SCCS.
1411,A Note on Synthesis and Classification of Sorting Algorithms.,A Workload Model Representative of Static and Dynamic Characteristics.
1412,A Note on Synthesis and Classification of Sorting Algorithms.,On an Equivalence between Continuation and Stack Semantics.
1413,A Note on Synthesis and Classification of Sorting Algorithms.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1414,A Note on Synthesis and Classification of Sorting Algorithms.,Eliminating Unit Productions from LR Parsers.
1415,Liveness of a mutex algorithm in a fair process algebra.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
1416,Liveness of a mutex algorithm in a fair process algebra.,State complexity of deletion and bipolar deletion.
1417,Liveness of a mutex algorithm in a fair process algebra.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1418,Liveness of a mutex algorithm in a fair process algebra.,Recursive Petri nets.
1419,Liveness of a mutex algorithm in a fair process algebra.,Program Refinement in Fair Transition Systems.
1420,Liveness of a mutex algorithm in a fair process algebra.,A theory of formal synthesis via inductive learning.
1421,Liveness of a mutex algorithm in a fair process algebra.,A Conservation Law for G/G/m Queueing Systems.
1422,Liveness of a mutex algorithm in a fair process algebra.,A general account of coinduction up-to.
1423,Liveness of a mutex algorithm in a fair process algebra.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
1424,Liveness of a mutex algorithm in a fair process algebra.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
1425,Liveness of a mutex algorithm in a fair process algebra.,The Programming Language Pascal.
1426,Liveness of a mutex algorithm in a fair process algebra.,Inhibitionsfelder.
1427,Liveness of a mutex algorithm in a fair process algebra.,Optimum Multiway Search Trees.
1428,Liveness of a mutex algorithm in a fair process algebra.,Performance Evaluation of Fork and Join Synchronization Primitives.
1429,Liveness of a mutex algorithm in a fair process algebra.,A new natural structural congruence in the pi-calculus with replication.
1430,Liveness of a mutex algorithm in a fair process algebra.,Liveness of a mutex algorithm in a fair process algebra.
1431,Liveness of a mutex algorithm in a fair process algebra.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
1432,Liveness of a mutex algorithm in a fair process algebra.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1433,Liveness of a mutex algorithm in a fair process algebra.,A Workload Model Representative of Static and Dynamic Characteristics.
1434,Liveness of a mutex algorithm in a fair process algebra.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1435,Liveness of a mutex algorithm in a fair process algebra.,On an Equivalence between Continuation and Stack Semantics.
1436,Liveness of a mutex algorithm in a fair process algebra.,Complete Problems for Space Bounded Subclasses of NP.
1437,Liveness of a mutex algorithm in a fair process algebra.,Inductive Completion with Retracts.
1438,Liveness of a mutex algorithm in a fair process algebra.,Dispatcher Primitives for the Construction of Operating System Kernels.
1439,Liveness of a mutex algorithm in a fair process algebra.,Domain Independence and the Relational Calculus.
1440,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Type-based information flow analysis for the pi-calculus.
1441,"Another Look at the ""Longest Ascending Subsequence"" Problem.","Special issue on ""Combining Compositionality and Concurrency"": part 1."
1442,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
1443,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Infinite Proof Rules for Loops.
1444,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,A new natural structural congruence in the pi-calculus with replication.
1445,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,A characterization of rational D0L power series.
1446,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Relational structures model of concurrency.
1447,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1448,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Automatic verification of concurrent systems using a formula-based compositional approach.
1449,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,A Note on Multihead Automata and Context-Sensitive Languages
1450,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1451,Models for Reactivity.,State space axioms for T-systems.
1452,Models for Reactivity.,Sur une Conjecture de S. Greibach.
1453,Models for Reactivity.,The Programming Language Pascal.
1454,Models for Reactivity.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1455,Models for Reactivity.,A Synthesis of Several Sorting Algorithms.
1456,Models for Reactivity.,Best Huffman Trees.
1457,Models for Reactivity.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1458,Models for Reactivity.,Complete Parameterized Families of Job Scheduling Strategies.
1459,Models for Reactivity.,Modelling higher-order dual nondeterminacy.
1460,Models for Reactivity.,A Note on Multihead Automata and Context-Sensitive Languages
1461,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
1462,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1463,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Systolic Automata for VLSI on Balanced Trees.
1464,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Optimal Multiprogramming.
1465,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.","Special issue on ""Combining Compositionality and Concurrency"": part 1."
1466,A Proof System for Distributed Processes.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1467,A Proof System for Distributed Processes.,On regular tree languages and deterministic pushdown automata.
1468,A Proof System for Distributed Processes.,Systolic Automata for VLSI on Balanced Trees.
1469,Finite State Relational Programs.,STG decomposition strategies in combination with unfolding.
1470,Finite State Relational Programs.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1471,Finite State Relational Programs.,Multitype Multiprogramming Models.
1472,Finite State Relational Programs.,Representation and uniformization of algebraic transductions.
1473,Finite State Relational Programs.,Data Encodings and Their Costs.
1474,Finite State Relational Programs.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1475,Finite State Relational Programs.,Optimum Multiway Search Trees.
1476,Finite State Relational Programs.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
