,paper,reference
1355,A Survey of Normal Form Covers for Context Free Grammars.,Disjunctivity and other properties of sets of pseudo-bordered words.
1356,A Survey of Normal Form Covers for Context Free Grammars.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1357,A Survey of Normal Form Covers for Context Free Grammars.,Compositional Refinements in Multiple Blackboard Systems.
1358,A Survey of Normal Form Covers for Context Free Grammars.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1359,A Survey of Normal Form Covers for Context Free Grammars.,The Parsing Problem for Affix Grammars.
1360,A Survey of Normal Form Covers for Context Free Grammars.,Modelling higher-order dual nondeterminacy.
1361,A Survey of Normal Form Covers for Context Free Grammars.,Domain Independence and the Relational Calculus.
1362,A Note on Synthesis and Classification of Sorting Algorithms.,A Complete Algebraic Characterization of Behavioral Subtyping.
1363,A Note on Synthesis and Classification of Sorting Algorithms.,Probabilistic bisimulation for realistic schedulers.
1364,A Note on Synthesis and Classification of Sorting Algorithms.,Special issue: Synthesis and SYNT 2014.
1365,A Note on Synthesis and Classification of Sorting Algorithms.,Extended multi bottom-up tree transducers.
1366,A Note on Synthesis and Classification of Sorting Algorithms.,Infinite Proof Rules for Loops.
1367,A Note on Synthesis and Classification of Sorting Algorithms.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
1368,A Note on Synthesis and Classification of Sorting Algorithms.,Inhibitionsfelder.
1369,A Note on Synthesis and Classification of Sorting Algorithms.,Parallel Integer Sorting Using Small Operations.
1370,A Note on Synthesis and Classification of Sorting Algorithms.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1371,A Note on Synthesis and Classification of Sorting Algorithms.,The Expressive Power of Delay Operators in SCCS.
1372,A Note on Synthesis and Classification of Sorting Algorithms.,A theory of structural stationarity in the 
1373,A Note on Synthesis and Classification of Sorting Algorithms.,Contextual Nets.
1374,Liveness of a mutex algorithm in a fair process algebra.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
1375,Liveness of a mutex algorithm in a fair process algebra.,Rules of Inference for Procedure Calls.
1376,Liveness of a mutex algorithm in a fair process algebra.,Multitype Multiprogramming Models.
1377,Liveness of a mutex algorithm in a fair process algebra.,Representation and uniformization of algebraic transductions.
1378,Liveness of a mutex algorithm in a fair process algebra.,On the Look-Ahead Problem in Lexical Analysis.
1379,Liveness of a mutex algorithm in a fair process algebra.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
1380,Liveness of a mutex algorithm in a fair process algebra.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1381,Liveness of a mutex algorithm in a fair process algebra.,The Expressive Power of Delay Operators in SCCS.
1382,Liveness of a mutex algorithm in a fair process algebra.,Eliminating Unit Productions from LR Parsers.
1383,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Quad Trees: A Data Structure for Retrieval on Composite Keys.
1384,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Special issue: Synthesis and SYNT 2014.
1385,"Another Look at the ""Longest Ascending Subsequence"" Problem.",High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1386,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Multitype Multiprogramming Models.
1387,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1388,"Another Look at the ""Longest Ascending Subsequence"" Problem.",A Principle of Independence for Binary Tree Searching.
1389,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Performance Preorder and Competitive Equivalence.
1390,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Liveness of a mutex algorithm in a fair process algebra.
1391,"Another Look at the ""Longest Ascending Subsequence"" Problem.","Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1392,"Another Look at the ""Longest Ascending Subsequence"" Problem.",MAT learners for tree series: an abstract data type and two realizations.
1393,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Merged processes: a new condensed representation of Petri net behaviour.
1394,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Least Upper Bound on the Cost of Optimum Binary Search Trees.
1395,"Another Look at the ""Longest Ascending Subsequence"" Problem.",On an Equivalence between Continuation and Stack Semantics.
1396,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Computational Algorithms for Networks of Queues with Rejection Blocking.
1397,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1398,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
1399,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Functional Behavior in Data Spaces.
1400,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Concurrent Access to Data.
1401,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1402,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Complete Parameterized Families of Job Scheduling Strategies.
1403,Models for Reactivity.,STG decomposition strategies in combination with unfolding.
1404,Models for Reactivity.,State complexity of deletion and bipolar deletion.
1405,Models for Reactivity.,On the Synchronization in Parallel Communicating Grammar Systems.
1406,Models for Reactivity.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1407,Models for Reactivity.,The Clean Termination of Iterative Programs.
1408,Models for Reactivity.,Infinite Proof Rules for Loops.
1409,Models for Reactivity.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1410,Models for Reactivity.,A general account of coinduction up-to.
1411,Models for Reactivity.,Parallel Integer Sorting Using Small Operations.
1412,Models for Reactivity.,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.
1413,Models for Reactivity.,Liveness of a mutex algorithm in a fair process algebra.
1414,Models for Reactivity.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
1415,Models for Reactivity.,Correctness of the Compiling Process Based on Axiomatic Semantics.
1416,Models for Reactivity.,The Lattice of Data Refinement.
1417,Models for Reactivity.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1418,Models for Reactivity.,A Three-Stage Construction for Multiconnection Networks.
1419,Models for Reactivity.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1420,Models for Reactivity.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1421,Models for Reactivity.,Dispatcher Primitives for the Construction of Operating System Kernels.
1422,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Optimizing the Costs of Hierarchical Quorum Consensus.
1423,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Concurrent Bisimulations in Petri Nets.
1424,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1425,A Proof System for Distributed Processes.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
1426,A Proof System for Distributed Processes.,Instruction sequence processing operators.
1427,A Proof System for Distributed Processes.,Probabilistic bisimulation for realistic schedulers.
1428,A Proof System for Distributed Processes.,Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.
1429,A Proof System for Distributed Processes.,Extended multi bottom-up tree transducers.
1430,A Proof System for Distributed Processes.,The Clean Termination of Iterative Programs.
1431,A Proof System for Distributed Processes.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1432,A Proof System for Distributed Processes.,Reasoning Algebraically about Loops.
1433,A Proof System for Distributed Processes.,A new natural structural congruence in the pi-calculus with replication.
1434,A Proof System for Distributed Processes.,Optimal Multiprogramming.
1435,A Proof System for Distributed Processes.,Exponentially decreasing number of operations in balanced trees.
1436,A Proof System for Distributed Processes.,Eliminating Unit Productions from LR Parsers.
1437,Finite State Relational Programs.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1438,Finite State Relational Programs.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1439,Finite State Relational Programs.,Rules of Inference for Procedure Calls.
1440,Finite State Relational Programs.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1441,Finite State Relational Programs.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
1442,Finite State Relational Programs.,A general account of coinduction up-to.
1443,Finite State Relational Programs.,A Comparison of Two Synchronizing Concepts.
1444,Finite State Relational Programs.,Trace Nets and Process Automata.
1445,Finite State Relational Programs.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
1446,Finite State Relational Programs.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
